"mss","mu0","phi0","ppEffCrit","ppFutCrit","pmp","n1_targ","n2_targ","futOnly","enrScale","numAlt","trr1","trr2","trr3","trr4","trr5","rr1","rr2","rr3","rr4","rr5","FWER","nerr","fut1","fut2","fut3","fut4","fut5","aveSS1","aveSS2","aveSS3","aveSS4","aveSS5","medSS1","medSS2","medSS3","medSS4","medSS5","minSS1","minSS2","minSS3","minSS4","minSS5","maxSS1","maxSS2","maxSS3","maxSS4","maxSS5","aveSSovr","PM1","PM2","PM3","PM4","PM5","SP1","SP2","SP3","SP4","SP5","PP1","PP2","PP3","PP4","PP5","BIAS1","BIAS2","BIAS3","BIAS4","BIAS5","MSE1","MSE2","MSE3","MSE4","MSE5","aveDur","esProb1","esProb2","nbCont1","nbCont2"
4,0.45,1,0.985,0.275,0,7,16,1,0.5,1,0.45,0.15,0.15,0.15,0.15,0.51696,0.00988,0.01028,0.01128,0.01064,0.03908,1.07676560900716,0.27864,0.785,0.78432,0.7822,0.78272,12.93052,13.55528,13.54512,13.58092,13.5944,14,10,10,10,10,4,4,4,4,4,29,54,58,53,50,67.20624,0.365922995280112,0.157518635227777,0.157689158979399,0.158292076911721,0.158460824391571,0.407820330743471,0.122421462004199,0.122678485674299,0.123740635973404,0.124171819263204,0.845423128927863,0.485421146825786,0.485682645092525,0.488405499240609,0.488346862280434,-0.0840770047198897,0.00751863522777624,0.00768915897939922,0.00829207691172155,0.00846082439157069,0.0375240413036677,0.00390877742628038,0.00398651440322232,0.00393725824109819,0.00403001503629854,13.5585343732963,0.2514,0.7486,1.5376,1.02808
4,0.45,1,0.985,0.275,0,7,16,1,0.5,2,0.45,0.45,0.15,0.15,0.15,0.66092,0.65964,0.01484,0.01596,0.0148,0.04252,1.07243650047037,0.18776,0.18684,0.75228,0.75348,0.75296,15.52112,15.5624,16.34812,16.27884,16.32184,17,17,13,12,13,4,4,4,4,4,42,39,61,59,59,80.03232,0.398123423733666,0.397900405263683,0.164165564652867,0.164334614127605,0.163445325035228,0.42130857399142,0.420743245704858,0.124482229288198,0.124282772197687,0.123094210591969,0.900264115859859,0.900036101988284,0.507488148395515,0.507759752814189,0.505023918237458,-0.0518765762663351,-0.0520995947363165,0.0141655646528671,0.0143346141276055,0.0134453250352283,0.0255174903314575,0.0255046719300417,0.00434059256530697,0.00442027234542673,0.00432369234820619,16.9952635602287,0.13232,0.86768,2.25924,1.00052
4,0.45,1,0.985,0.275,0,7,16,1,0.5,3,0.45,0.45,0.45,0.15,0.15,0.75956,0.75716,0.76084,0.02096,0.02036,0.03792,1.08966244725738,0.11736,0.11624,0.11716,0.70496,0.70076,18.02396,17.99288,17.96712,19.13656,19.31192,19,19,19,14,15,4,4,4,4,4,45,42,44,62,64,92.43244,0.417736952854017,0.417767188356137,0.41750821608501,0.169545000064162,0.16989669153911,0.42965891015279,0.429332329047606,0.429113596734664,0.124056873518381,0.125005249999125,0.932517572598232,0.933542193374376,0.933275171491904,0.525629514514996,0.527540793919149,-0.0322630471459835,-0.0322328116438624,-0.0324917839149895,0.0195450000641617,0.0198966915391098,0.0180930542673939,0.0177790061163238,0.0177728212077468,0.00492906770504662,0.00493927099330522,19.3102098929588,0.0668,0.9332,3.12276,0.92464
4,0.45,1,0.985,0.275,0,7,16,1,0.5,4,0.45,0.45,0.45,0.45,0.15,0.82852,0.82944,0.83104,0.83108,0.03748,0.03748,1,0.0746,0.07612,0.07724,0.07908,0.61172,19.89184,19.88164,19.83156,19.87212,23.34688,21,21,21,21,17,4,4,4,4,4,44,46,45,44,66,102.82404,0.42905515395616,0.428856548914868,0.428768545942185,0.429242740516198,0.179386821265312,0.433909492870596,0.434132144154928,0.434167598994027,0.434376520600789,0.1251548667626,0.954761259332372,0.953865630135905,0.953134077006678,0.952775597074647,0.551882563538671,-0.0209448460438396,-0.0211434510851307,-0.021231454057815,-0.0207572594838031,0.0293868212653129,0.0127325795290388,0.0127922473176194,0.0129414226709226,0.0129327848667415,0.00675598098767422,20.9115013446704,0.04276,0.95724,3.94228,0.72368
4,0.45,1,0.985,0.275,0,7,16,1,0.5,5,0.45,0.45,0.45,0.45,0.45,0.91592,0.92044,0.9206,0.91584,0.92024,0,0,0.0408,0.03992,0.03776,0.04116,0.03832,20.8046,20.83124,20.8388,20.77404,20.86688,22,22,22,22,22,4,4,4,4,4,47,45,44,42,44,104.11556,0.450190423948295,0.450778456369769,0.451040848440874,0.449735642120424,0.451199370794637,0.447900060010808,0.448612157102104,0.449292293096781,0.447221989209847,0.449246861193201,0.974463561628853,0.975127036537576,0.976546500325518,0.974547473081648,0.976551261940647,0.000190423948295535,0.000778456369771763,0.00104084844087476,-0.000264357879573668,0.0011993707946373,0.00897889343313449,0.00877771508012541,0.00856261474480863,0.00890068456143105,0.00865581838762824,21.4061442993581,0.12572,0.87428,4.19356,0.209
4,0.45,1,0.985,0.275,0,7,16,1,2,0,0.15,0.15,0.15,0.15,0.15,0.00668,0.00668,0.00628,0.00664,0.00648,0.02992,1.09491978609626,0.80424,0.80196,0.80596,0.80756,0.80364,10.49212,10.53856,10.52796,10.4498,10.56048,8,8,8,8,8,4,4,4,4,4,43,37,38,39,50,52.56892,0.148455079376339,0.148974199744468,0.148479047919794,0.148407058505441,0.148821642637109,0.121991853644216,0.122795109122154,0.122243492614344,0.122182483779295,0.122789846617975,0.451948455560473,0.454153960095774,0.452360431975149,0.452130707660096,0.454207119802057,-0.00154492062366083,-0.00102580025553221,-0.00152095208020592,-0.00159294149455941,-0.00117835736289163,0.0037015045347783,0.00375084700016104,0.0036803445541711,0.00360402379306266,0.00363819135062943,15.5715515845526,0.48892,0.51108,0.97168,0.94388
4,0.45,1,0.985,0.275,0,7,16,1,2,1,0.45,0.15,0.15,0.15,0.15,0.85988,0.01376,0.01532,0.01488,0.015,0.05556,1.06119510439165,0.10384,0.64332,0.64292,0.63828,0.64072,31.35784,11.01296,11.00212,11.04888,11.02632,34,9,8,9,9,4,4,4,4,4,73,40,38,36,46,75.44812,0.412599491866516,0.163554732652194,0.163543757658345,0.16452347016201,0.163864936479928,0.440977828850525,0.113226137102232,0.112948408619555,0.114639700150473,0.113440992943402,0.959766057954664,0.477606004502515,0.47669074917543,0.480460845496053,0.478011987548355,-0.0374005081334835,0.0135547326521942,0.0135437576583447,0.01452347016201,0.013864936479929,0.0151801600595979,0.00581822977830056,0.0058722444064952,0.00589318715316674,0.00584099114590421,16.2445594275738,0.1642,0.8358,2.2296,1.41208
4,0.45,1,0.985,0.275,0,7,16,1,2,2,0.45,0.45,0.15,0.15,0.15,0.89552,0.8938,0.02476,0.0246,0.0246,0.06756,1.0947306098283,0.06808,0.06752,0.5438,0.54144,0.54036,29.35248,29.36772,10.93104,10.95144,10.98248,31,31,10,10,10,4,4,4,4,4,64,68,34,36,35,91.58516,0.425521329599195,0.424501512195749,0.175331591106834,0.174900407165576,0.175931932014102,0.442024322797695,0.440792784488742,0.111056285178441,0.110667946292471,0.112057462763751,0.968924420540797,0.968507326113405,0.4961111528838,0.49492524094556,0.498052394979329,-0.0244786704008046,-0.0254984878042516,0.0253315911068337,0.0249004071655755,0.0259319320141021,0.0108465433062613,0.0108624485143589,0.00790057148130377,0.00787180508897669,0.00798134500602493,15.1985107720322,0.09796,0.90204,3.07756,1.37552
4,0.45,1,0.985,0.275,0,7,16,1,2,3,0.45,0.45,0.45,0.15,0.15,0.9062,0.90772,0.91092,0.037,0.037,0.06772,1.09273479031305,0.04876,0.04948,0.04832,0.467,0.47468,27.18176,27.11512,27.16768,10.62232,10.55952,28,28,28,11,10,4,4,4,4,4,61,69,65,35,34,102.6464,0.433642904746472,0.43307941140162,0.433684798754898,0.192224681154466,0.191431465806486,0.444373800332978,0.443425795543721,0.44452779531068,0.110842408003343,0.109337679008394,0.973097243714599,0.972697335559281,0.973716416311232,0.531214590576266,0.528890452824762,-0.0163570952535281,-0.0169205885983801,-0.0163152012451026,0.0422246811544661,0.0414314658064854,0.00927687159998961,0.0093102196801265,0.00903810905939044,0.0103608071646538,0.0102049205902057,13.9611806719693,0.08312,0.91688,3.68156,1.11292
4,0.45,1,0.985,0.275,0,7,16,1,2,4,0.45,0.45,0.45,0.45,0.15,0.91164,0.90956,0.911,0.91032,0.08508,0.08508,1,0.0418,0.0438,0.04412,0.04396,0.34236,25.1276,25.01316,25.0784,25.01476,10.37832,26,26,26,25,11,4,4,4,4,4,66,64,58,68,27,110.61224,0.438611805808305,0.437769647744585,0.437732285601853,0.437896107633089,0.232525192713519,0.444245193274515,0.442988015951253,0.443348532253269,0.44287271986477,0.125895788007752,0.974447616081159,0.973665518995451,0.97328657823175,0.973445144701051,0.616875630755586,-0.0113881941916954,-0.012230352255415,-0.0122677143981484,-0.0121038923669099,0.082525192713519,0.00865805313701126,0.008745703990223,0.00886895043602353,0.00884783388616257,0.0181720129560434,12.8574423389341,0.06204,0.93796,4.23236,0.75636
